id,created,superceded_id,valid,connection_score,cleft_score,gaba,ach,glut,oct,ser,da,valid_nt,pre_pt_supervoxel_id,pre_pt_root_id,post_pt_supervoxel_id,post_pt_root_id,pre_pt_position,post_pt_position
213846096,2021-03-09 20:14:58.183080+00:00,,True,51.342422,146.0,0.01471792,0.8978572,0.023295917,0.00023684956,0.044011496,0.019880643,True,80506447946937928,720575940615455230,80506447946917407,720575940623134157,[575936 299876 123800],[575932 299980 123800]
213846105,2021-03-09 20:14:58.183080+00:00,,True,233.96368,137.0,0.037602145,0.49987432,0.0722812,0.15443136,0.17662074,0.059190225,True,80506447946921033,720575940615455230,80506447946921072,720575940623134157,[575832 299720 123840],[575740 299760 123840]
237415482,2021-03-09 20:14:58.183080+00:00,,True,254.86032,101.0,0.048411634,0.68101656,0.20455244,0.022377146,0.031915147,0.011727006,True,80647460246607715,720575940615455230,80647460246610314,720575940429417924,[581912 317648 120160],[581996 317668 120120]
237406243,2021-03-09 20:14:58.183080+00:00,,True,12.492676,0.0,0.011356821,0.9066436,0.008957058,9.2083064e-05,0.034502868,0.038447496,True,81351216407859150,720575940614332899,81351216407868027,720575940605057864,[626064 319024 119280],[626160 319032 119360]
218286146,2021-03-09 20:14:58.183080+00:00,,True,255.10236,87.0,0.066054374,0.5648375,0.06772226,0.014630213,0.19532701,0.09142865,True,80788197735024037,720575940615455230,80788197735029058,720575940638149865,[589944 315932 122520],[589816 315932 122520]
216456063,2021-03-09 20:14:58.183080+00:00,,True,82.74702,28.0,0.09092862,0.4256156,0.029877584,0.0068687433,0.35729945,0.08941003,True,80506585386037118,720575940615455230,80506585386027680,720575940611008718,[573780 307100 129200],[573848 307240 129160]
217951862,2021-03-09 20:14:58.183080+00:00,,True,132.14983,141.0,0.008873217,0.51622885,0.0012319229,0.00095614704,0.46625528,0.0064545567,True,80576816624585841,720575940615455230,80576816624589496,720575940611597298,[578128 297904 121440],[578180 297816 121400]
222771889,2021-03-09 20:14:58.183080+00:00,,True,135.58838,1.0,0.058866166,0.36402872,0.5227433,0.0162187,0.012806991,0.025336087,True,80788060295840172,720575940615455230,80788060295838709,720575940617550505,[589692 308112 115080],[589704 307976 115080]
217951944,2021-03-09 20:14:58.183080+00:00,,True,624.05225,130.0,0.038847998,0.10418796,0.17312054,0.1048047,0.31307936,0.26595944,True,80576816624605928,720575940615455230,80576816624603498,720575940551965032,[578008 298416 121960],[578064 298508 121960]
217951945,2021-03-09 20:14:58.183080+00:00,,True,36.82502,142.0,0.021860853,0.16639838,0.08835227,0.12303506,0.4476438,0.15270962,True,80576816624606019,720575940615455230,80576816624599998,720575940623511503,[577956 298400 121880],[577952 298552 121880]
